period,유니클로,동네변호사 조들호 2: 죄와 벌,왕이 된 남자,왜그래 풍상씨,용왕님 보우하사,봄이 오나 봄,로맨스는 별책부록,바벨,진심이 닿다,리갈 하이,막돼먹은 영애씨 17,눈이 부시게,아이템,열혈사제,슬플 때 사랑한다,빅이슈,빙의,사이코메트리 그녀석,닥터 프리즈너,킬잇,자백,으라차차 와이키키 2,더 뱅커,아름다운 세상,특별근로감독관 조장풍,회사 가기 싫어,그녀의 사생활,여름아 부탁해,어비스,초면에 사랑합니다,구해줘 2,절대 그이,봄밤,"단, 하나의 사랑",바람이 분다,검법남녀 2,퍼퓸,검색어를 입력하세요 WWW,보좌관,"60일, 지정생존자",평일 오후 세시의 연인,왓쳐,호텔 델루나,미스터 기간제,저스티스,닥터 탐정,의사요한,황금정원,열여덟의 순간,악마가 너의 이름을 부를 때,웰컴2라이프,너의 노래를 들려줘,멜로가 체질,우아한 가,위대한 쇼,타인은 지옥이다,동백꽃 필 무렵,달리는 조사관,시크릿 부티크,쌉니다 천리마마트,배가본드,청일전자 미쓰리,날 녹여주오,어쩌다 발견한 하루,모두의 거짓말,유령을 잡아라,VIP,꽃길만 걸어요,두 번은 없다,보좌관 2,싸이코패스 다이어리,하자있는 인간들,초콜릿,99억의 여자,스토브리그,사랑의 불시착,검사내전,블랙독,낭만닥터 김사부 2,머니게임,더 게임: 0시를 향하여,포레스트,이태원 클라쓰,본 대로 말하라,방법,하이에나,"하이바이, 마마!",날씨가 좋으면 찾아가겠어요,아무도 모른다,메모리스트,슬기로운 의사생활,그 남자의 기억법,반의 반,365: 운명을 거스르는 1년,어서와,부부의 세계,유별나! 문셰프,루갈,더 킹 : 영원의 군주,본 어게인,기막힌 유산,화양연화,굿캐스팅,영혼수선공,오 마이 베이비,꼰대인턴,쌍갑포차,번외수사,야식남녀,저녁 같이 드실래요?,(아는 건 별로 없지만) 가족입니다,편의점 샛별이,사이코지만 괜찮아,찬란한 내 인생,출사표,모범형사,그놈이 그놈이다,"우리, 사랑했을까",우아한 친구들,트레인,악의 꽃,연애는 귀찮지만 외로운 건 싫어!,비밀의 숲 2,내가 가장 예뻤을 때,앨리스,미씽: 그들이 있었다,브람스를 좋아하세요?,거짓말의 거짓말,청춘기록,오! 삼광빌라!,18 어게인,좀비탐정,경우의 수,나의 위험한 아내,구미호뎐,사생활,도도솔솔라라솔,누가 뭐래도,스타트업,써치,나를 사랑한 스파이,펜트하우스,카이로스,날아라 개천용,제발 그 남자 만나지 마요,복수해라,경이로운 소문,여신강림,허쉬,철인왕후,런 온,밥이 되어라,선배 그 립스틱 바르지 마요,결혼작사 이혼작곡,안녕? 나야!,펜트하우스 2,타임즈,빈센조,오케이 광자매,오! 주인님,속아도 꿈결,모범택시,로스쿨,대박부동산,언더커버,다크홀,오월의 청춘,이미테이션,어느 날 우리집 현관으로 멸망이 들어왔다,간 떨어지는 동거,라켓소년단,펜트하우스 3,결혼작사 이혼작곡 2,월간 집,슬기로운 의사생활2,알고있지만,미치지 않고서야,악마판사,너는 나의 봄,더 로드: 1의 비극,두 번째 남편,경찰수업,갯마을 차차차,인간실격,하이클래스,유미의 세포들,원 더 우먼,검은 태양,달리와 감자탕,홈타운,신사와 아가씨,국가대표 와이프,너를 닮은 사람,술꾼도시여자들,지리산,키마이라,구경이,해피니스,너의 밤이 되어줄게,어사와 조이,멜랑꼴리아,"지금, 헤어지는 중입니다",학교 2021,쇼윈도: 여왕의 집,그 해 우리는,공작도시,엉클,배드 앤 크레이지,불가살,설강화,한 사람만,고스트 닥터,트레이서,악의 마음을 읽는 자들,내과 박원장,스물다섯 스물하나,"서른, 아홉",스폰서,결혼작사 이혼작곡 3,군검사 도베르만,사내 맞선,크레이지 러브,내일,현재는 아름다워,그린마더스 클럽,어게인 마이 라이프,우리들의 블루스,나의 해방일지,으라차차 내 인생,비밀의 집,너에게 가는 속도 493KM,붉은 단심,우리는 오늘부터,닥터 로이어,"링크:먹고 사랑하라, 죽이게",인사이더,징크스의 연인,환혼,미남당,이상한 변호사 우영우,오늘의 웹툰,빅마우스,모범형사 2,당신이 소원을 말하면,법대로 사랑하라,멘탈코치 제갈길,월수금화목토,금수저,천원짜리 변호사,삼남매가 용감하게,치얼업,내 눈에 콩깍지,진검승부,마녀의 게임,슈룹,일당백집사,커튼콜,연예인 매니저로 살아남기,소방서 옆 경찰서,유미의 세포들 2,재벌집 막내아들,아무것도 하고 싶지 않아,사장님을 잠금해제,환혼 빛과 그림자,빨간풍선,사랑의 이해,아일랜드,두뇌공조,법쩐,대행사,일타 스캔들,꼭두의 계절,성스러운 아이돌,모범택시 2,"신성한, 이혼",꽃선비 열애사,진짜가 나타났다!,금이야 옥이야,보라! 데보라,닥터 차정숙,하늘의 인연,패밀리,가면의 여왕,나쁜 엄마,낭만닥터 김사부 3,"어쩌다 마주친, 그대",구미호뎐 1938,이로운 사기,행복배틀,이번 생도 잘 부탁해,킹더랜드,아씨두리안,기적의 형제,국민 여러분!,에이틴 2,보이스 3 - 공범들의 도시,레버리지: 사기조작단,시지프스 : the myth,마인:MINE,아이돌: 더 쿠데타,기상청 사람들: 사내연애 잔혹사 편,"지금부터, 쇼타임!",왜 오수재인가?,디 엠파이어 : 법의 제국,"금혼령, 조선 혼인 금지령",판도라: 조작된 낙원,스틸러 : 일곱 개의 조선통보,넘버스 : 빌딩숲의 감시자들
2019-01-11,7.30938,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-12,9.5148,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-13,10.71203,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,9.5148,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,6.55324,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,8.38059,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,8.75866,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,7.62444,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-19,8.56962,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-20,10.27095,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21,7.43541,0.0,0.0,0.06301029924534271,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,7.18336,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,10.27095,0.0,0.0,0.06301029924534271,0.0,0.06301030214837995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,6.61625,0.0,0.0,0.25204739735850656,0.0,0.06301030214837995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,8.19155,0.0,0.0,0.0,0.0,0.06301030214837995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-26,7.75047,0.0,0.0,0.06301029924534271,0.0,0.0,0.126023194245615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
